,ligand_name,sequence_id,label
364,1,18698,0
365,1,7568,1
366,1,2012,1
367,1,10166,1
368,1,5096,1
369,1,14920,0
370,1,18026,0
371,1,2447,1
372,1,1498,1
373,1,12806,1
374,1,23598,0
375,1,15068,0
376,1,6151,1
377,1,2733,1
378,1,15175,0
379,1,4851,1
380,1,26824,0
381,1,22597,0
383,1,5042,1
384,1,15955,0
385,1,12613,1
386,1,2485,1
387,1,22152,0
388,1,3328,1
389,1,16491,0
390,1,21610,0
391,1,829,1
392,1,3988,1
393,1,25143,0
394,1,4653,1
395,1,15442,0
396,1,25162,0
397,1,4490,1
398,1,21678,0
399,1,13544,1
400,1,15259,0
401,1,24293,0
402,1,26658,0
403,1,8929,1
404,1,11853,1
405,1,22837,0
406,1,5045,1
407,1,9295,1
408,1,17979,0
409,1,25248,0
410,1,5975,1
411,1,23822,0
412,1,3429,1
413,1,9144,1
415,1,25136,0
416,1,16067,0
417,1,11719,1
418,1,15947,0
419,1,23999,0
420,1,17781,0
421,1,23011,0
422,1,7858,1
423,1,5764,1
424,1,19378,0
425,1,22398,0
426,1,6868,1
427,1,23514,0
428,1,12402,1
429,1,15709,0
430,1,19349,0
431,1,18415,0
432,1,353,1
433,1,13566,1
434,1,12986,1
435,1,6698,1
436,1,16139,0
437,1,9995,1
438,1,8079,1
439,1,13690,0
440,1,4275,1
441,1,10001,1
442,1,7888,1
443,1,5359,1
445,1,13943,0
446,1,3571,1
447,1,14767,0
448,1,24455,0
449,1,17329,0
450,1,11961,1
451,1,16985,0
452,1,25559,0
453,1,15984,0
454,1,20254,0
455,1,17552,0
456,1,16618,0
457,1,26011,0
458,1,11480,1
459,1,8299,1
460,1,11194,1
461,1,18175,0
462,1,23809,0
463,1,23513,0
464,1,7,1
465,1,5331,1
466,1,9410,1
467,1,3958,1
469,1,290,1
470,1,6250,1
471,1,20521,0
472,1,17084,0
473,1,23319,0
474,1,20965,0
475,1,18219,0
476,1,4235,1
477,1,17472,0
478,1,16917,0
479,1,10821,1
480,1,19961,0
481,1,18741,0
482,1,20016,0
483,1,10428,1
484,1,20675,0
486,1,17838,0
487,1,5923,1
488,1,14053,0
489,1,18386,0
490,1,6091,1
491,1,16718,0
492,1,20381,0
493,1,6003,1
495,1,14581,0
496,1,19251,0
497,1,22219,0
498,1,13788,0
499,1,11124,1
500,1,25541,0
501,1,15854,0
502,1,6595,1
503,1,14372,0
504,1,24386,0
505,1,25339,0
506,1,8761,1
507,1,16989,0
508,1,2375,1
509,1,14718,0
510,1,19290,0
511,1,3884,1
512,1,18856,0
513,1,7049,1
514,1,7286,1
515,1,18687,0
516,1,26749,0
517,1,12821,1
518,1,10853,1
519,1,123,1
520,1,1405,1
521,1,7755,1
522,1,20532,0
523,1,11212,1
524,1,10035,1
525,1,10029,1
526,1,6646,1
527,1,19367,0
529,1,20886,0
530,1,10670,1
531,1,1768,1
532,1,27176,0
533,1,9071,1
534,1,15683,0
535,1,1243,1
536,1,19306,0
537,1,13082,1
538,1,22139,0
539,1,6815,1
540,1,22948,0
541,1,900,1
542,1,4410,1
543,1,2255,1
544,1,3769,1
545,1,2806,1
546,1,2681,1
547,1,25989,0
548,1,10697,1
549,1,18393,0
550,1,10556,1
551,1,3960,1
552,1,3314,1
553,1,17851,0
554,1,18298,0
555,1,15392,0
556,1,22188,0
557,1,8256,1
558,1,11352,1
559,1,26841,0
560,1,7152,1
562,1,14410,0
563,1,20909,0
565,1,6077,1
566,1,17572,0
567,1,15095,0
568,1,20658,0
569,1,22076,0
570,1,10520,1
571,1,16739,0
572,1,6062,1
573,1,8757,1
574,1,11935,1
575,1,7676,1
576,1,19098,0
577,1,21541,0
578,1,8696,1
579,1,4241,1
580,1,19507,0
581,1,3237,1
582,1,23855,0
583,1,25692,0
584,1,13093,1
585,1,24018,0
587,1,17693,0
588,1,8821,1
589,1,20057,0
590,1,12534,1
591,1,20077,0
592,1,11066,1
593,1,23176,0
594,1,24994,0
595,1,1077,1
596,1,14991,0
597,1,8018,1
598,1,5857,1
600,1,6061,1
601,1,3207,1
602,1,21249,0
603,1,14801,0
605,1,2150,1
606,1,21838,0
607,1,15617,0
608,1,14545,0
609,1,3489,1
610,1,26637,0
612,1,7249,1
613,1,17204,0
614,1,14694,0
615,1,19510,0
616,1,5477,1
617,1,2380,1
618,1,10397,1
619,1,8416,1
620,1,26613,0
621,1,8570,1
622,1,3529,1
623,1,4420,1
624,1,4149,1
625,1,8157,1
626,1,18878,0
627,1,15075,0
628,1,21334,0
629,1,25616,0
630,1,25984,0
631,1,12729,1
632,1,26878,0
633,1,2467,1
634,1,10366,1
635,1,7042,1
636,1,23977,0
637,1,20822,0
638,1,23098,0
639,1,21065,0
640,1,27199,0
641,1,23657,0
642,1,1365,1
643,1,20646,0
644,1,575,1
645,1,3204,1
646,1,1023,1
647,1,15230,0
648,1,6503,1
649,1,12560,1
650,1,12053,1
651,1,11438,1
652,1,20585,0
653,1,14819,0
654,1,19143,0
655,1,2065,1
656,1,21531,0
657,1,14183,0
658,1,913,1
659,1,9753,1
660,1,5061,1
661,1,5859,1
662,1,1859,1
663,1,509,1
664,1,17821,0
665,1,12591,1
666,1,26725,0
667,1,14530,0
668,1,7431,1
669,1,5245,1
670,1,2814,1
671,1,8375,1
672,1,12681,1
673,1,21224,0
674,1,6290,1
676,1,13826,0
677,1,24295,0
678,1,12777,1
679,1,2697,1
680,1,4534,1
682,1,21220,0
683,1,12358,1
684,1,15214,0
685,1,20937,0
686,1,14967,0
687,1,4550,1
688,1,18200,0
689,1,6977,1
690,1,2220,1
691,1,13857,0
692,1,9619,1
693,1,23744,0
694,1,14240,0
695,1,8777,1
696,1,5719,1
697,1,902,1
698,1,19597,0
699,1,19573,0
700,1,23936,0
701,1,513,1
702,1,15402,0
703,1,13640,1
704,1,2115,1
705,1,24824,0
706,1,10752,1
707,1,5652,1
708,1,251,1
710,1,10941,1
711,1,19828,0
712,1,17790,0
713,1,27261,0
714,1,23913,0
715,1,1601,1
716,1,11361,1
717,1,16875,0
718,1,2338,1
719,1,3157,1
720,1,20302,0
721,1,16088,0
722,1,18609,0
723,1,21691,0
724,1,16540,0
725,1,1256,1
726,1,10507,1
727,1,2992,1
728,1,263,1
729,1,12730,1
731,1,24587,0
732,1,1097,1
733,1,4291,1
734,1,14233,0
735,1,3336,1
736,1,25708,0
737,1,16658,0
738,1,20406,0
739,1,23046,0
740,1,18756,0
741,1,25854,0
742,1,9731,1
743,1,18770,0
744,1,9559,1
745,1,4705,1
746,1,11396,1
747,1,4510,1
748,1,15296,0
749,1,12829,1
750,1,3821,1
751,1,15127,0
752,1,11048,1
753,1,11968,1
754,1,12788,1
755,1,4634,1
757,1,2546,1
758,1,24613,0
759,1,11661,1
760,1,15057,0
761,1,3012,1
762,1,6857,1
763,1,8557,1
764,1,14061,0
765,1,16020,0
766,1,8764,1
767,1,1090,1
768,1,20481,0
770,1,12838,1
771,1,13559,1
773,1,11230,1
774,1,7655,1
775,1,22944,0
776,1,6888,1
777,1,19429,0
778,1,14462,0
779,1,20849,0
780,1,11146,1
781,1,12893,1
782,1,13246,1
783,1,17239,0
784,1,13160,1
785,1,16264,0
786,1,19003,0
787,1,19402,0
788,1,810,1
789,1,20624,0
790,1,21488,0
791,1,24358,0
792,1,224,1
793,1,10936,1
794,1,3846,1
795,1,21135,0
796,1,5348,1
797,1,17934,0
798,1,14095,0
799,1,14381,0
800,1,1504,1
801,1,3018,1
802,1,6983,1
803,1,17804,0
804,1,21406,0
805,1,16883,0
806,1,8407,1
807,1,3261,1
808,1,22256,0
809,1,8629,1
810,1,17624,0
811,1,1771,1
812,1,13792,0
813,1,21307,0
814,1,7821,1
815,1,15262,0
816,1,4159,1
817,1,9217,1
818,1,17789,0
819,1,8423,1
820,1,10347,1
821,1,27090,0
822,1,4217,1
823,1,22214,0
825,1,26063,0
826,1,11099,1
827,1,18636,0
828,1,21235,0
829,1,8410,1
830,1,18000,0
831,1,20664,0
832,1,20502,0
833,1,3511,1
834,1,8576,1
835,1,433,1
837,1,12703,1
838,1,19358,0
839,1,7781,1
840,1,26322,0
841,1,9052,1
842,1,1535,1
843,1,2878,1
844,1,5140,1
845,1,19864,0
846,1,1272,1
847,1,6307,1
848,1,19548,0
849,1,5836,1
850,1,15703,0
851,1,3652,1
852,1,7613,1
853,1,6340,1
854,1,1616,1
855,1,13205,1
856,1,26205,0
857,1,16487,0
858,1,16823,0
859,1,11255,1
860,1,24024,0
861,1,25938,0
862,1,10688,1
863,1,15662,0
864,1,14185,0
865,1,7719,1
866,1,19922,0
867,1,8309,1
868,1,5714,1
869,1,23611,0
870,1,13300,1
871,1,26169,0
872,1,21457,0
873,1,16700,0
874,1,4556,1
875,1,14613,0
876,1,8641,1
877,1,7809,1
878,1,6916,1
879,1,10321,1
880,1,7256,1
881,1,5194,1
882,1,20717,0
883,1,19783,0
884,1,9073,1
885,1,4309,1
886,1,26471,0
887,1,12255,1
888,1,4028,1
889,1,14614,0
890,1,13593,1
891,1,20011,0
892,1,18216,0
893,1,12920,1
894,1,10755,1
895,1,9517,1
896,1,245,1
897,1,19277,0
898,1,5483,1
899,1,5324,1
900,1,9712,1
901,1,9303,1
902,1,17486,0
903,1,308,1
904,1,21819,0
905,1,6885,1
906,1,20779,0
907,1,21379,0
908,1,4953,1
909,1,8922,1
910,1,20492,0
911,1,10013,1
912,1,11751,1
913,1,8104,1
914,1,7255,1
915,1,3105,1
916,1,10398,1
917,1,10341,1
918,1,19270,0
919,1,17863,0
920,1,21071,0
921,1,24305,0
922,1,23842,0
923,1,22060,0
924,1,17978,0
925,1,2405,1
926,1,13130,1
927,1,20780,0
928,1,25998,0
929,1,24879,0
930,1,4447,1
931,1,6112,1
932,1,21581,0
933,1,24962,0
934,1,13480,1
935,1,16628,0
936,1,11783,1
937,1,13474,1
938,1,19396,0
939,1,8132,1
940,1,16710,0
941,1,2267,1
942,1,3929,1
943,1,27065,0
944,1,11793,1
945,1,21558,0
946,1,1166,1
947,1,16581,0
948,1,10500,1
949,1,19138,0
950,1,6522,1
951,1,23354,0
952,1,19749,0
953,1,1419,1
954,1,26687,0
955,1,15594,0
956,1,27061,0
957,1,6428,1
958,1,23630,0
959,1,10448,1
960,1,18548,0
961,1,16595,0
962,1,14644,0
963,1,15494,0
964,1,8030,1
965,1,9976,1
966,1,20547,0
967,1,25085,0
968,1,10732,1
969,1,25429,0
970,1,7220,1
972,1,15252,0
973,1,17559,0
974,1,6421,1
975,1,23277,0
976,1,4574,1
977,1,1371,1
978,1,21679,0
979,1,9897,1
980,1,11615,1
981,1,6720,1
982,1,1205,1
983,1,14019,0
984,1,8588,1
985,1,17723,0
986,1,9539,1
987,1,8188,1
988,1,25276,0
989,1,7552,1
990,1,19043,0
991,1,27021,0
992,1,7070,1
993,1,20721,0
994,1,4290,1
995,1,13213,1
996,1,14937,0
997,1,21497,0
998,1,18790,0
999,1,6453,1
1000,1,7212,1
1001,1,15693,0
1002,1,8373,1
1003,1,6195,1
1004,1,2927,1
1005,1,21063,0
1006,1,1870,1
1007,1,16665,0
1008,1,4591,1
1009,1,14349,0
1010,1,5625,1
1011,1,19419,0
1012,1,586,1
1013,1,1437,1
1014,1,11988,1
1016,1,3043,1
1017,1,9636,1
1018,1,10296,1
1019,1,16944,0
1020,1,19327,0
1021,1,7763,1
1022,1,20166,0
1023,1,15610,0
1025,1,13904,0
1026,1,6293,1
1027,1,21122,0
1028,1,7573,1
1029,1,17220,0
1030,1,17994,0
1031,1,11026,1
1032,1,1187,1
1033,1,27182,0
1034,1,20741,0
1035,1,15440,0
1036,1,8856,1
1037,1,17066,0
1038,1,8710,1
1040,1,22951,0
1041,1,16151,0
1042,1,23356,0
1044,1,6802,1
1045,1,16557,0
1046,1,15348,0
1047,1,27260,0
1048,1,22176,0
1049,1,20485,0
1050,1,13872,0
1051,1,10854,1
1052,1,16858,0
1053,1,1039,1
1054,1,2133,1
1055,1,20799,0
1057,1,3334,1
1058,1,11028,1
1059,1,18819,0
1060,1,20503,0
1061,1,8332,1
1062,1,3008,1
1063,1,1144,1
1064,1,6912,1
1065,1,4630,1
1066,1,16384,0
1067,1,1158,1
1068,1,24769,0
1069,1,17612,0
1070,1,11557,1
1071,1,8873,1
1072,1,9729,1
1073,1,23900,0
1074,1,1302,1
1075,1,4915,1
1076,1,17283,0
1077,1,21145,0
1078,1,11204,1
1079,1,264,1
1080,1,18937,0
1081,1,3882,1
1082,1,24570,0
1083,1,10689,1
1084,1,8919,1
1085,1,4949,1
1086,1,22405,0
1087,1,3872,1
1088,1,19192,0
1089,1,3106,1
1090,1,4807,1
1091,1,9893,1
1092,1,12310,1
1093,1,14299,0
1094,1,10476,1
1095,1,17697,0
1096,1,21881,0
1097,1,26163,0
1098,1,17422,0
1099,1,14946,0
1100,1,25220,0
1101,1,4824,1
1102,1,23223,0
1103,1,21783,0
1104,1,5318,1
1105,1,24940,0
1106,1,9570,1
1107,1,23495,0
1108,1,24919,0
1109,1,14907,0
1110,1,26793,0
1111,1,24012,0
1112,1,16946,0
1113,1,2893,1
1114,1,8725,1
1115,1,26544,0
1116,1,9402,1
1117,1,16107,0
1118,1,15053,0
1119,1,218,1
1120,1,9289,1
1122,1,17767,0
1123,1,2966,1
1124,1,24729,0
1125,1,4472,1
1126,1,19605,0
1127,1,21742,0
1128,1,2876,1
1129,1,8390,1
1130,1,26152,0
1131,1,7976,1
1132,1,18348,0
1133,1,9960,1
1134,1,12559,1
1136,1,18079,0
1137,1,12052,1
1138,1,18179,0
1139,1,21578,0
1140,1,26758,0
1141,1,10820,1
1142,1,12086,1
1143,1,14557,0
1144,1,24598,0
1145,1,16306,0
1146,1,3115,1
1147,1,22456,0
1148,1,18961,0
1149,1,4879,1
1150,1,7294,1
1152,1,3941,1
1153,1,13154,1
1154,1,6279,1
1155,1,1604,1
1156,1,3693,1
1157,1,4742,1
1158,1,4902,1
1159,1,10509,1
1160,1,25917,0
1161,1,16200,0
1162,1,16342,0
1163,1,16367,0
1164,1,21655,0
1165,1,962,1
1166,1,14003,0
1167,1,17425,0
1168,1,16891,0
1169,1,14809,0
1170,1,19899,0
1171,1,8843,1
1172,1,327,1
1173,1,14028,0
1174,1,16518,0
1175,1,16831,0
1176,1,20853,0
1177,1,15895,0
1178,1,23586,0
1179,1,17471,0
1180,1,16126,0
1181,1,1994,1
1183,1,9889,1
1184,1,24564,0
1185,1,2349,1
1186,1,11674,1
1187,1,16486,0
1188,1,10477,1
1189,1,5575,1
1190,1,7363,1
1191,1,7293,1
1192,1,17390,0
1193,1,7318,1
1194,1,18893,0
1195,1,8957,1
1196,1,18849,0
1197,1,2457,1
1198,1,9355,1
1199,1,11697,1
1200,1,7502,1
1201,1,10090,1
1202,1,21723,0
1203,1,11766,1
1204,1,6285,1
1205,1,8248,1
1206,1,20835,0
1207,1,15189,0
1208,1,3295,1
1209,1,20105,0
1210,1,4401,1
1211,1,2310,1
1212,1,14362,0
1213,1,2403,1
1214,1,7428,1
1215,1,26551,0
1216,1,878,1
1217,1,21262,0
1218,1,15571,0
1219,1,8331,1
1220,1,2109,1
1221,1,20169,0
1222,1,24003,0
1223,1,9622,1
1224,1,12082,1
1225,1,410,1
1226,1,3899,1
1227,1,6549,1
1228,1,3242,1
1229,1,17588,0
1230,1,22269,0
1231,1,15793,0
1232,1,2189,1
1233,1,18719,0
1234,1,14911,0
1236,1,13818,0
1237,1,19395,0
1238,1,20137,0
1239,1,24643,0
1240,1,10935,1
1241,1,24328,0
1242,1,14055,0
1243,1,6950,1
1244,1,13400,1
1245,1,8880,1
1246,1,16270,0
1247,1,21721,0
1248,1,19858,0
1250,1,24830,0
1251,1,3305,1
1252,1,24991,0
1253,1,4417,1
1254,1,542,1
1255,1,21786,0
1257,1,19756,0
1258,1,14237,0
1259,1,7427,1
1260,1,14795,0
1261,1,13889,0
1262,1,13867,0
1263,1,1654,1
1264,1,11359,1
1265,1,12074,1
1266,1,19074,0
1267,1,7916,1
1268,1,14118,0
1269,1,25570,0
1270,1,20622,0
1271,1,21186,0
1272,1,26280,0
1273,1,21873,0
1274,1,2319,1
1275,1,13734,0
1276,1,12571,1
1277,1,10018,1
1278,1,3062,1
1279,1,10439,1
1280,1,23246,0
1281,1,20100,0
1282,1,11822,1
1283,1,20516,0
1284,1,8029,1
1285,1,17187,0
1286,1,14938,0
1287,1,22938,0
1288,1,7558,1
1289,1,7191,1
1290,1,17541,0
1292,1,8673,1
1293,1,6357,1
1294,1,8628,1
1295,1,12555,1
1296,1,7095,1
1297,1,11836,1
1298,1,27280,0
1301,1,4714,1
1302,1,3437,1
1303,1,26487,0
1304,1,5654,1
1305,1,13950,0
1306,1,9625,1
1307,1,1355,1
1308,1,21843,0
1309,1,13552,1
1310,1,8170,1
1311,1,1879,1
1312,1,25379,0
1313,1,25818,0
1314,1,13052,1
1315,1,23972,0
1316,1,22988,0
1317,1,14675,0
1318,1,24779,0
1319,1,20678,0
1320,1,9251,1
1321,1,27257,0
1322,1,13847,0
1323,1,26614,0
1324,1,11681,1
1325,1,3102,1
1326,1,59,1
1327,1,6306,1
1329,1,16604,0
1330,1,23795,0
1331,1,10806,1
1332,1,14725,0
1333,1,1163,1
1334,1,7447,1
1335,1,2458,1
1336,1,25842,0
1337,1,7917,1
1338,1,13613,1
1339,1,17785,0
1340,1,5217,1
1342,1,24198,0
1343,1,11955,1
1344,1,22124,0
1345,1,22642,0
1346,1,9331,1
1347,1,20374,0
1348,1,18075,0
1349,1,11931,1
1350,1,10993,1
1351,1,8731,1
1353,1,16394,0
1354,1,3472,1
1355,1,21232,0
1356,1,14642,0
1358,1,18310,0
1359,1,2146,1
1360,1,20777,0
1361,1,11243,1
1362,1,20347,0
1363,1,8670,1
1364,1,13883,0
1365,1,19599,0
1366,1,25875,0
1367,1,17462,0
1368,1,610,1
1369,1,11731,1
1370,1,6518,1
1371,1,20713,0
1372,1,14092,0
1373,1,18983,0
1374,1,643,1
1375,1,25179,0
1376,1,26708,0
1377,1,19318,0
1378,1,18109,0
1379,1,21398,0
1380,1,6672,1
1381,1,17049,0
1382,1,5333,1
1383,1,5236,1
1384,1,13727,0
1385,1,102,1
1386,1,7567,1
1387,1,19015,0
1388,1,24491,0
1389,1,20204,0
1390,1,6545,1
1391,1,15838,0
1392,1,22199,0
1393,1,12898,1
1394,1,10981,1
1395,1,6270,1
1396,1,9538,1
1397,1,4351,1
1398,1,20353,0
1399,1,9635,1
1400,1,12068,1
1401,1,25687,0
1402,1,20429,0
1403,1,14265,0
1404,1,14582,0
1405,1,4696,1
1406,1,27219,0
1407,1,4584,1
1408,1,14399,0
1409,1,9459,1
1410,1,25311,0
1411,1,16298,0
1412,1,12654,1
1413,1,18014,0
1414,1,360,1
1415,1,19196,0
1416,1,17566,0
1417,1,8504,1
1418,1,23075,0
1419,1,10600,1
1420,1,2199,1
1421,1,6405,1
1422,1,24890,0
1423,1,7785,1
1424,1,7029,1
1425,1,3505,1
1426,1,19131,0
1427,1,20885,0
1428,1,10406,1
1429,1,20758,0
1431,1,8240,1
1432,1,19439,0
1434,1,19260,0
1435,1,19224,0
1436,1,26001,0
1437,1,21320,0
1438,1,19311,0
1439,1,10290,1
1440,1,6756,1
1441,1,1522,1
1442,1,21996,0
1443,1,11472,1
1444,1,23991,0
1445,1,19925,0
1446,1,20952,0
1447,1,6797,1
1448,1,2182,1
1449,1,22178,0
1450,1,15650,0
1451,1,5548,1
1452,1,3496,1
1453,1,9188,1
1454,1,7174,1
1456,1,19476,0
1457,1,12114,1
1458,1,10424,1
1459,1,7752,1
1460,1,20984,0
1461,1,2445,1
1462,1,3375,1
1464,1,2950,1
1465,1,18901,0
1466,1,25619,0
1467,1,10746,1
1468,1,22155,0
1469,1,2826,1
1470,1,9606,1
1471,1,16790,0
1473,1,17041,0
1474,1,22201,0
1475,1,16693,0
1476,1,19654,0
1477,1,24947,0
1478,1,15579,0
1479,1,21680,0
1480,1,24638,0
1481,1,14418,0
1483,1,18583,0
1484,1,1796,1
1485,1,8665,1
1486,1,26866,0
1487,1,19264,0
1488,1,7003,1
1490,1,15687,0
1491,1,1715,1
1492,1,11140,1
1493,1,18013,0
1494,1,19656,0
1495,1,3082,1
1496,1,22439,0
1497,1,3438,1
1498,1,12137,1
1499,1,20484,0
1500,1,18059,0
1502,1,21193,0
1503,1,25663,0
1504,1,15658,0
1505,1,13967,0
1507,1,15697,0
1508,1,24739,0
1509,1,3202,1
1510,1,9565,1
1511,1,14460,0
1512,1,8642,1
1513,1,4038,1
1514,1,4863,1
1515,1,4751,1
1516,1,18569,0
1517,1,10869,1
1518,1,16695,0
1519,1,1426,1
1520,1,4505,1
1521,1,12753,1
1522,1,10004,1
1523,1,16553,0
1524,1,9287,1
1525,1,5473,1
1526,1,18567,0
1527,1,11997,1
1528,1,2235,1
1529,1,10193,1
1530,1,5716,1
1531,1,16071,0
1532,1,21666,0
1533,1,19207,0
1534,1,6424,1
1535,1,3168,1
1536,1,15157,0
1537,1,18886,0
1538,1,15330,0
1539,1,26632,0
1540,1,18326,0
1541,1,26909,0
1542,1,17595,0
1543,1,11925,1
1544,1,15692,0
1545,1,18806,0
1546,1,10217,1
1547,1,18041,0
1548,1,3214,1
1549,1,7969,1
1550,1,21560,0
1551,1,20321,0
1552,1,9441,1
1553,1,17998,0
1554,1,5689,1
1555,1,9008,1
1556,1,6715,1
1557,1,21076,0
1558,1,20693,0
1559,1,9773,1
1560,1,21316,0
